exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
S37C94C,Kettlebell One Arm Jerk,5,kettlebell,delts,"triceps, core",shoulders,3,https://static.exercisedb.dev/media/S37C94C.gif,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in one hand at shoulder height. | Step:2 Bend your knees slightly and engage your core. | Step:3 Press the kettlebell overhead in a straight line, fully extending your arm. | Step:4 As you press the kettlebell overhead, simultaneously dip your knees and quickly straighten them to generate momentum. | Step:5 As the kettlebell reaches its highest point, quickly drop underneath it by bending your knees and hips. | Step:6 Catch the kettlebell with a slight bend in your knees and hips, and your arm fully extended overhead. | Step:7 Stand up straight, fully extending your knees and hips, and stabilize the kettlebell overhead. | Step:8 Lower the kettlebell back to the starting position by bending your knees and hips, and repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.5,4.0,5.0,6.0,7.0,4.5
qdRxqCj,Cable Pulldown (Pro Lat Bar),3,cable,lats,"biceps, forearms",back,3,https://static.exercisedb.dev/media/qdRxqCj.gif,"Step:1 Adjust the seat height so that your thighs are parallel to the ground and your feet are flat on the floor. | Step:2 Grasp the lat bar with an overhand grip, slightly wider than shoulder-width apart. | Step:3 Sit down and lean back slightly, keeping your chest up and your back straight. | Step:4 Pull the bar down towards your chest, squeezing your shoulder blades together. | Step:5 Pause for a moment at the bottom of the movement, then slowly release the bar back up to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
fhZQPlV,Cable Twist (Up-Down),3,cable,abs,"obliques, lower back",waist,3,https://static.exercisedb.dev/media/fhZQPlV.gif,"Step:1 Stand with your feet shoulder-width apart, facing the cable machine. | Step:2 Hold the cable handle with both hands in front of your chest, keeping your arms slightly bent. | Step:3 Engage your core and slowly rotate your torso to one side, keeping your hips and legs stable. | Step:4 Pause for a moment at the end of the rotation, then slowly return to the starting position. | Step:5 Repeat the rotation to the opposite side. | Step:6 Continue alternating sides for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
vqsbmL0,Lever Shoulder Press V. 2,3,leverage machine,delts,"triceps, chest",shoulders,3,https://static.exercisedb.dev/media/vqsbmL0.gif,"Step:1 Adjust the seat height and backrest of the leverage machine to a comfortable position. | Step:2 Sit on the machine with your back against the backrest and your feet flat on the floor. | Step:3 Grasp the handles of the machine with an overhand grip, slightly wider than shoulder-width apart. | Step:4 Push the handles upward and forward until your arms are fully extended, but not locked. | Step:5 Pause for a moment at the top, then slowly lower the handles back down to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,7.0,7.0,6.0,5.0,4.5
wkgnGfb,Dumbbell Incline Hammer Press On Exercise Ball,3,dumbbell,triceps,"chest, shoulders",upper arms,3,https://static.exercisedb.dev/media/wkgnGfb.gif,"Step:1 Sit on an exercise ball with a dumbbell in each hand, palms facing each other. | Step:2 Walk your feet forward and roll your body down the ball until your head, neck, and upper back are supported on the ball. | Step:3 Hold the dumbbells at shoulder level, elbows bent and pointing out to the sides. | Step:4 Press the dumbbells up and slightly inward, keeping your palms facing each other. | Step:5 Extend your arms fully, squeezing your triceps at the top of the movement. | Step:6 Slowly lower the dumbbells back to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
DU7I633,Barbell Reverse Grip Incline Bench Press,3,barbell,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/DU7I633.gif,"Step:1 Set up an incline bench at a 45-degree angle. | Step:2 Lie down on the bench with your feet flat on the ground. | Step:3 Grasp the barbell with a reverse grip, hands slightly wider than shoulder-width apart. | Step:4 Unrack the barbell and lower it slowly towards your chest, keeping your elbows tucked in. | Step:5 Pause for a moment when the barbell touches your chest. | Step:6 Push the barbell back up to the starting position, fully extending your arms. | Step:7 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
EAs3xL9,Dumbbell Reverse Fly,3,dumbbell,delts,"trapezius, rhomboids",shoulders,3,https://static.exercisedb.dev/media/EAs3xL9.gif,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Step:3 Extend your arms straight down in front of you, palms facing each other. | Step:4 Keeping a slight bend in your elbows, raise your arms out to the sides until they are parallel to the ground. | Step:5 Pause for a moment at the top, then slowly lower your arms back down to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
reFHapa,Dumbbell Decline Twist Fly,3,dumbbell,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/reFHapa.gif,"Step:1 Lie down on a decline bench with your head lower than your hips. | Step:2 Hold a dumbbell in each hand with your palms facing each other and your arms extended straight up over your chest. | Step:3 Lower the dumbbells out to the sides in a wide arc until you feel a stretch in your chest. | Step:4 As you lower the dumbbells, twist your wrists so that your palms face forward at the bottom of the movement. | Step:5 Reverse the motion and bring the dumbbells back up to the starting position, squeezing your chest muscles at the top. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
RxayqAZ,Dumbbell Close-Grip Press,3,dumbbell,triceps,"chest, shoulders",upper arms,3,https://static.exercisedb.dev/media/RxayqAZ.gif,"Step:1 Sit on a flat bench with a dumbbell in each hand, resting on your thighs. | Step:2 Using your thighs to help raise the dumbbells, lift the dumbbells one at a time so that you can hold them in front of you at shoulder width. | Step:3 Once at shoulder width, rotate your wrists forward so that the palms of your hands are facing away from you. This will be your starting position. | Step:4 As you breathe in, slowly lower the dumbbells to your side until they are about level with your chest. | Step:5 As you exhale, use your triceps to lift the dumbbells back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
3TZduzM,Barbell Incline Bench Press,3,barbell,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/3TZduzM.gif,"Step:1 Set up an incline bench at a 45-degree angle. | Step:2 Lie down on the bench with your feet flat on the ground. | Step:3 Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart. | Step:4 Unrack the barbell and lower it slowly towards your chest, keeping your elbows at a 45-degree angle. | Step:5 Pause for a moment at the bottom, then push the barbell back up to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
cAvTaSg,Dumbbell Kickbacks On Exercise Ball,2,dumbbell,triceps,"shoulders, back",upper arms,3,https://static.exercisedb.dev/media/cAvTaSg.gif,"Step:1 Sit on an exercise ball with your feet flat on the ground and your back straight. | Step:2 Hold a dumbbell in each hand with your palms facing inwards and your arms bent at a 90-degree angle. | Step:3 Extend your arms straight back, squeezing your triceps at the top of the movement. | Step:4 Pause for a moment, then slowly lower the dumbbells back to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
1PLE8e9,Dumbbell Incline Twisted Flyes,3,dumbbell,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/1PLE8e9.gif,"Step:1 Set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand, palms facing each other. | Step:2 Lie back on the bench and press the dumbbells up to the starting position, directly above your chest, with your arms extended. | Step:3 Lower the dumbbells out to the sides in a wide arc until you feel a stretch in your chest. | Step:4 As you lower the dumbbells, rotate your wrists so that your palms face forward at the bottom of the movement. | Step:5 Reverse the motion and bring the dumbbells back up to the starting position, squeezing your chest muscles together at the top. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
mWBtgmb,Dumbbell Single Arm Overhead Carry,2,dumbbell,delts,"traps, core",shoulders,3,https://static.exercisedb.dev/media/mWBtgmb.gif,"Step:1 Stand tall with your feet shoulder-width apart, holding a dumbbell in one hand. | Step:2 Raise the dumbbell overhead, fully extending your arm. | Step:3 Engage your core and keep your back straight as you walk forward, maintaining the dumbbell overhead. | Step:4 Continue walking for the desired distance or time. | Step:5 Switch hands and repeat the exercise.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
AQ0mC4Y,Dumbbell Full Can Lateral Raise,1,dumbbell,delts,"traps, rotator cuff",shoulders,3,https://static.exercisedb.dev/media/AQ0mC4Y.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing your body. | Step:2 Keep your back straight and engage your core. | Step:3 Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the ground. | Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,9.5,7.0,5.0,3.0,3.0,4.5
OaE7CpD,Kettlebell Double Windmill,3,kettlebell,abs,"shoulders, hamstrings",waist,3,https://static.exercisedb.dev/media/OaE7CpD.gif,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in your right hand. | Step:2 Extend your right arm overhead, keeping your eyes on the kettlebell. | Step:3 Rotate your left foot 45 degrees to the left and your right foot 90 degrees to the right. | Step:4 Bend at the waist to the left, keeping your right arm extended overhead. | Step:5 Lower the kettlebell towards the ground, reaching towards your left foot. | Step:6 Pause for a moment, then engage your core and push through your right foot to return to the starting position. | Step:7 Repeat for the desired number of repetitions, then switch sides.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
9pa4H5m,Band Horizontal Pallof Press,4,band,abs,"obliques, glutes",waist,3,https://static.exercisedb.dev/media/9pa4H5m.gif,"Step:1 Attach the band to a sturdy anchor point at waist height. | Step:2 Stand perpendicular to the anchor point with your feet shoulder-width apart. | Step:3 Grasp the band handle with both hands and step away from the anchor point to create tension in the band. | Step:4 Bring your hands to your chest, keeping your elbows bent and close to your body. | Step:5 Engage your core and maintain a stable stance. | Step:6 Extend your arms straight out in front of you, pushing the band away from your body. | Step:7 Hold the extended position for a few seconds, focusing on maintaining tension in your core. | Step:8 Slowly bring your hands back to your chest, resisting the pull of the band. | Step:9 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.5,6.0,6.0,7.0,6.0,4.5
DB0n8AG,Kettlebell Front Squat,3,kettlebell,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/DB0n8AG.gif,"Step:1 Stand with your feet shoulder-width apart, toes slightly turned out. | Step:2 Hold the kettlebell with both hands in front of your chest, close to your body. | Step:3 Engage your core and keep your chest up as you lower your hips down and back, as if sitting into a chair. | Step:4 Lower until your thighs are parallel to the ground, or as low as you can comfortably go. | Step:5 Drive through your heels to stand back up, squeezing your glutes at the top. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
wDN97Ca,Machine Inner Chest Press,2,leverage machine,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/wDN97Ca.gif,"Step:1 Adjust the seat height and position yourself on the machine with your back flat against the pad. | Step:2 Grasp the handles with an overhand grip and position your elbows at a 90-degree angle. | Step:3 Push the handles forward until your arms are fully extended, exhaling during the movement. | Step:4 Pause for a moment at the end of the movement, then slowly return to the starting position, inhaling as you do so. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.0,8.0,6.0,5.0,3.0,4.5
wdRZISl,Barbell Standing Close Grip Military Press,2,barbell,delts,"triceps, upper back",shoulders,3,https://static.exercisedb.dev/media/wdRZISl.gif,"Step:1 Stand with your feet shoulder-width apart and hold the barbell with an overhand grip, hands slightly closer than shoulder-width apart. | Step:2 Lift the barbell to shoulder height, keeping your elbows close to your body. | Step:3 Press the barbell overhead, extending your arms fully. | Step:4 Lower the barbell back to shoulder height. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,8.0,6.0,6.0,4.0,4.5
nUwVh7b,Dumbbell Deadlift,2,dumbbell,glutes,"hamstrings, lower back",upper legs,3,https://static.exercisedb.dev/media/nUwVh7b.gif,"Step:1 Stand with your feet shoulder-width apart, toes pointing forward. | Step:2 Hold a dumbbell in each hand, palms facing your body, arms extended downwards. | Step:3 Bend at your hips and knees, lowering the dumbbells towards the ground while keeping your back straight. | Step:4 Push through your heels and extend your hips and knees, lifting the dumbbells back up to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
z6TAHoT,Dumbbell Twisting Bench Press,4,dumbbell,triceps,"chest, shoulders",upper arms,3,https://static.exercisedb.dev/media/z6TAHoT.gif,"Step:1 Lie flat on a bench with your feet flat on the ground and your back pressed against the bench. | Step:2 Hold a dumbbell in each hand with an overhand grip, palms facing away from you. | Step:3 Extend your arms straight up over your chest, keeping a slight bend in your elbows. | Step:4 Lower the dumbbells down towards your chest, keeping your elbows close to your body. | Step:5 As you lower the dumbbells, twist your wrists so that your palms face towards you at the bottom of the movement. | Step:6 Pause for a moment at the bottom, then reverse the movement by pressing the dumbbells back up to the starting position. | Step:7 As you press the dumbbells up, twist your wrists back to the starting position with palms facing away from you. | Step:8 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.5,6.0,6.0,7.0,6.0,4.5
9sgNE2O,Barbell Decline Pullover,3,barbell,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/9sgNE2O.gif,"Step:1 Lie down on a decline bench with your head lower than your hips and your feet secured. | Step:2 Hold the barbell with a pronated grip (palms facing away from you) and your hands slightly wider than shoulder-width apart. | Step:3 Extend your arms above your chest, keeping a slight bend in your elbows. | Step:4 Lower the barbell in an arc motion behind your head, feeling a stretch in your chest and shoulders. | Step:5 Pause for a moment, then return the barbell to the starting position by reversing the motion. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
KOpzGBL,Dumbbell Waiter Biceps Curl,1,dumbbell,biceps,"forearms, shoulders",upper arms,3,https://static.exercisedb.dev/media/KOpzGBL.gif,"Step:1 Stand up straight with a dumbbell in each hand, palms facing forward. | Step:2 Keep your upper arms close to your body and your elbows tucked in. | Step:3 Slowly curl the dumbbells up towards your shoulders, keeping your wrists straight. | Step:4 Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,9.5,7.0,5.0,3.0,3.0,4.5
Q2Eu1Ax,Cable Lying Extension Pullover (With Rope Attachment),2,cable,lats,"triceps, shoulders",back,3,https://static.exercisedb.dev/media/Q2Eu1Ax.gif,"Step:1 Attach a rope to a cable machine and set the pulley at the highest position. | Step:2 Lie down on a bench with your head towards the cable machine. | Step:3 Hold the rope with both hands and extend your arms straight up above your chest. | Step:4 Keeping your arms straight, slowly lower the rope behind your head while maintaining control. | Step:5 Pause for a moment at the bottom, then slowly raise the rope back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,8.0,6.0,6.0,4.0,4.5
hxyTtWj,Dumbbell Seated Lateral Raise,1,dumbbell,delts,"traps, upper back",shoulders,3,https://static.exercisedb.dev/media/hxyTtWj.gif,"Step:1 Sit on a bench with your feet flat on the ground and a dumbbell in each hand, resting on your thighs. | Step:2 Keep your back straight and core engaged. | Step:3 Raise the dumbbells to your sides with a slight bend in your elbows, until your arms are parallel to the ground. | Step:4 Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,9.5,7.0,5.0,3.0,3.0,4.5
d960PgE,Barbell Seated Good Morning,2,barbell,glutes,"hamstrings, lower back",upper legs,3,https://static.exercisedb.dev/media/d960PgE.gif,"Step:1 Sit on a bench with your feet flat on the ground and a barbell resting on your upper back. | Step:2 Keep your back straight and your chest up. | Step:3 Slowly hinge forward at the hips, lowering your torso towards the ground. | Step:4 Pause for a moment at the bottom, then push through your heels to return to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,8.0,6.0,6.0,4.0,4.5
gWcZD4q,Horizontal Dumbbell Standing Alternate Overhead Press,2,dumbbell,delts,"triceps, core",shoulders,3,https://static.exercisedb.dev/media/gWcZD4q.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder level with your palms facing forward. | Step:2 (horizontal variation) Press one dumbbell overhead, fully extending your arm. | Step:3 Lower the dumbbell back to shoulder level. | Step:4 Repeat with the other arm. | Step:5 Continue alternating arms for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
dzz6BiV,Smith Sumo Squat,3,smith machine,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/dzz6BiV.gif,"Step:1 Set up the smith machine with the barbell at hip height. | Step:2 Stand with your feet wider than shoulder-width apart, toes pointing outwards. | Step:3 Position yourself under the barbell, resting it on your upper back and shoulders. | Step:4 Engage your core and keep your chest up as you lower your body down into a squat position, pushing your hips back and bending your knees. | Step:5 Lower yourself until your thighs are parallel to the ground, or as low as you can comfortably go. | Step:6 Pause for a moment at the bottom, then push through your heels to return to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
ky8FLU8,Lever Reverse Grip Lateral Pulldown,3,leverage machine,lats,"biceps, rhomboids, rear deltoids",back,4,https://static.exercisedb.dev/media/ky8FLU8.gif,"Step:1 Adjust the seat height and position yourself on the machine with your knees under the pads and your feet flat on the ground. | Step:2 Grasp the handles with an overhand grip, slightly wider than shoulder-width apart. | Step:3 Sit upright with your chest out and shoulders back, maintaining a slight arch in your lower back. | Step:4 Pull the handles down towards your chest, leading with your elbows and squeezing your shoulder blades together. | Step:5 Pause for a moment at the bottom of the movement, then slowly release the handles back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,7.0,7.0,6.0,5.0,4.5
4x5Okof,Resistance Band Seated Chest Press,2,resistance band,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/4x5Okof.gif,"Step:1 Sit on a chair or bench with your back straight and feet flat on the ground. | Step:2 Hold the resistance band handles in each hand, with your palms facing down and elbows bent at a 90-degree angle. | Step:3 Extend your arms forward, pushing the resistance band away from your chest. | Step:4 Pause for a moment at the end of the movement, then slowly return to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.0,8.0,6.0,5.0,3.0,4.5
hMEptv0,Barbell Decline Bent Arm Pullover,2,barbell,lats,"triceps, chest",back,3,https://static.exercisedb.dev/media/hMEptv0.gif,"Step:1 Lie down on a decline bench with your head lower than your hips and your feet secured. | Step:2 Hold a barbell with a pronated grip (palms facing away from you) and extend your arms straight above your chest. | Step:3 Lower the barbell behind your head in a controlled manner, keeping your arms slightly bent. | Step:4 Pause for a moment, then raise the barbell back to the starting position by contracting your lats. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,8.0,6.0,6.0,4.0,4.5
Y7YcmIJ,Barbell Bench Front Squat,2,barbell,quads,"hamstrings, glutes, calves",upper legs,4,https://static.exercisedb.dev/media/Y7YcmIJ.gif,"Step:1 Start by standing with your feet shoulder-width apart and the barbell resting on your upper chest, just below your collarbone. | Step:2 Hold the barbell with an overhand grip, keeping your elbows up and your upper arms parallel to the ground. | Step:3 Lower your body down into a squat position by bending at the knees and hips, keeping your back straight and your chest up. | Step:4 Pause for a moment at the bottom of the squat, then push through your heels to return to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,8.0,6.0,6.0,4.0,4.5
2dImyQ8,Dumbbell Seated Palms Up Wrist Curl,1,dumbbell,forearms,"biceps, shoulders",lower arms,3,https://static.exercisedb.dev/media/2dImyQ8.gif,"Step:1 Sit on a bench with your feet flat on the ground and hold a dumbbell in each hand, palms facing up. | Step:2 Rest your forearms on your thighs, allowing your wrists to hang off the edge. | Step:3 Slowly curl your wrists upward, squeezing your forearms at the top of the movement. | Step:4 Pause for a moment, then lower your wrists back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,9.5,7.0,5.0,3.0,3.0,4.5
lI7easp,Dumbbell Pullover Hip Extension On Exercise Ball,3,dumbbell,pectorals,"triceps, shoulders, core",chest,4,https://static.exercisedb.dev/media/lI7easp.gif,"Step:1 Sit on an exercise ball with your feet flat on the ground and the dumbbell resting on your thighs. | Step:2 Slowly walk your feet forward, rolling the exercise ball down your back until your head, neck, and upper back are supported on the ball. | Step:3 Hold the dumbbell with both hands and extend your arms straight up over your chest, keeping a slight bend in your elbows. | Step:4 Lower the dumbbell behind your head, keeping your arms straight and maintaining control. | Step:5 Pause for a moment, then raise the dumbbell back to the starting position. | Step:6 While keeping your arms extended, lift your hips off the ground, squeezing your glutes and engaging your core. | Step:7 Lower your hips back down to the starting position. | Step:8 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
xBYcQHj,Cable Underhand Pulldown,3,cable,lats,"biceps, forearms",back,3,https://static.exercisedb.dev/media/xBYcQHj.gif,"Step:1 Adjust the cable machine so that the pulldown bar is at a height above your head. | Step:2 Sit down on the seat and grab the pulldown bar with an underhand grip, hands slightly wider than shoulder-width apart. | Step:3 Keep your back straight and lean back slightly. | Step:4 Pull the bar down towards your chest, squeezing your shoulder blades together. | Step:5 Pause for a moment at the bottom of the movement, then slowly release the bar back up to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
trqKQv2,Smith Bench Press,3,smith machine,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/trqKQv2.gif,"Step:1 Adjust the height of the smith machine bar to chest level. | Step:2 Lie flat on the bench with your feet firmly planted on the ground. | Step:3 Grip the bar with an overhand grip slightly wider than shoulder-width apart. | Step:4 Unrack the bar and lower it towards your chest, keeping your elbows tucked in. | Step:5 Pause for a moment when the bar touches your chest. | Step:6 Push the bar back up to the starting position, fully extending your arms. | Step:7 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
10Z2DXU,Sled 45В° Leg Press,3,sled machine,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/10Z2DXU.gif,"Step:1 Adjust the seat and footplate of the sled machine to a comfortable position. | Step:2 Sit on the sled machine with your back against the backrest and your feet shoulder-width apart on the footplate. | Step:3 Grip the handles on the sides of the seat for stability. | Step:4 Push the footplate away from your body by extending your legs, keeping your heels on the footplate. | Step:5 Continue pushing until your legs are almost fully extended, but without locking your knees. | Step:6 Pause for a moment at the top of the movement, then slowly lower the footplate back towards your body by bending your knees. | Step:7 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,7.0,7.0,6.0,5.0,4.5
